go_term_qid,go_props_qid,id,go_termLabel
Q14864813,P682,GO:0071372,cellular response to follicle-stimulating hormone stimulus
Q14864814,P682,GO:0071383,cellular response to steroid hormone stimulus
Q14864815,P682,GO:0071480,cellular response to gamma radiation
Q14864816,P682,GO:0071504,cellular response to heparin
Q14864817,P682,GO:0071506,cellular response to mycophenolic acid
Q14864818,P682,GO:0071873,response to norepinephrine
Q14864819,P682,GO:0072110,glomerular mesangial cell proliferation
Q14864820,P682,GO:0072303,positive regulation of glomerular metanephric mesangial cell proliferation
Q14864830,P682,GO:0001878,response to yeast
Q14864831,P682,GO:0002149,hypochlorous acid biosynthetic process
Q14864832,P682,GO:0002679,respiratory burst involved in defense response
Q14864834,P682,GO:0019430,removal of superoxide radicals
Q14864835,P682,GO:0050832,defense response to fungus
Q14864859,P682,GO:0006921,cellular component disassembly involved in execution phase of apoptosis
Q14864860,P682,GO:0010977,negative regulation of neuron projection development
Q14864861,P682,GO:0014002,astrocyte development
Q14864862,P682,GO:0070307,lens fiber cell development
Q14864867,P682,GO:0045103,intermediate filament-based process
Q14864868,P682,GO:0050770,regulation of axonogenesis
Q14864869,P682,GO:0060252,positive regulation of glial cell proliferation
Q14864870,P682,GO:1900147,regulation of Schwann cell migration
Q14864876,P682,GO:0010625,positive regulation of Schwann cell proliferation
Q14864877,P682,GO:0031102,neuron projection regeneration
Q14864878,P682,GO:0051580,regulation of neurotransmitter uptake
Q14864889,P682,GO:0006725,cellular aromatic compound metabolic process
Q14864890,P682,GO:0035814,negative regulation of renal sodium excretion
Q14864899,P682,GO:0002077,acrosome matrix dispersal
Q14864900,P682,GO:0007338,single fertilization
Q14864901,P682,GO:0007339,binding of sperm to zona pellucida
Q36961,P682,GO:0007283,spermatogenesis
Q41760,P682,GO:0006113,fermentation
Q847079,P682,GO:0035106,operant conditioning
Q847556,P682,GO:0006457,protein folding
Q852461,P682,GO:0061743,motor learning
Q155769,P682,GO:0016055,Wnt signaling pathway
Q159408,P682,GO:0042750,hibernation
Q1823478,P682,GO:0044419,biological process involved in interspecies interaction between organisms
Q1940007,P682,GO:0050955,thermoception
Q1955391,P682,GO:0014896,muscle hypertrophy
Q2034716,P682,GO:0007411,axon guidance
Q2121926,P682,GO:0009835,fruit ripening
Q2383867,P682,GO:0008219,cell death
Q2386881,P682,GO:0045190,isotype switching
Q2477534,P682,GO:0099636,cytoplasmic streaming
Q2554345,P682,GO:0043577,chemotropism
Q2633862,P682,GO:0040011,locomotion
Q14819289,P682,GO:0031444,slow-twitch skeletal muscle fiber contraction
Q14819291,P682,GO:0042542,response to hydrogen peroxide
Q14819293,P682,GO:0043353,enucleate erythrocyte differentiation
Q14819295,P682,GO:0050873,brown fat cell differentiation
Q14819302,P682,GO:0015671,oxygen transport
Q14819358,P682,GO:0008635,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c
Q14819359,P682,GO:0022904,respiratory electron transport chain
Q14819377,P682,GO:0006545,glycine biosynthetic process
Q14819379,P682,GO:0006730,one-carbon metabolic process
Q14819381,P682,GO:0009165,nucleotide biosynthetic process
Q14819383,P682,GO:0031427,response to methotrexate
Q14819384,P682,GO:0046452,dihydrofolate metabolic process
Q14819386,P682,GO:0046653,tetrahydrofolate metabolic process
Q14819388,P682,GO:0046654,tetrahydrofolate biosynthetic process
Q14819456,P682,GO:0002576,platelet degranulation
Q14819459,P682,GO:0007044,cell-substrate junction assembly
Q14819460,P682,GO:0007161,calcium-independent cell-matrix adhesion
Q14819462,P682,GO:0008360,regulation of cell shape
Q14819463,P682,GO:0009611,response to wounding
Q14819465,P682,GO:0018149,peptide cross-linking
Q14865304,P682,GO:0047497,mitochondrion transport along microtubule
Q14865305,P682,GO:0048699,generation of neurons
Q14865306,P682,GO:0060632,regulation of microtubule-based movement
Q14865310,P682,GO:0048675,axon extension
Q14865322,P682,GO:0007285,primary spermatocyte growth
Q14865323,P682,GO:0009914,hormone transport
Q14865329,P682,GO:0001928,regulation of exocyst assembly
Q14865330,P682,GO:0060333,interferon-gamma-mediated signaling pathway
Q14865335,P682,GO:0033555,multicellular organismal response to stress
Q14865336,P682,GO:0048666,neuron development
Q14865337,P682,GO:0060045,positive regulation of cardiac muscle cell proliferation
Q14865345,P682,GO:0035810,positive regulation of urine volume
Q14865347,P682,GO:0043114,regulation of vascular permeability
Q14865356,P682,GO:0006583,melanin biosynthetic process from tyrosine
Q14865357,P682,GO:0006726,eye pigment biosynthetic process
Q14865360,P682,GO:0042438,melanin biosynthetic process
Q14865366,P682,GO:0007608,sensory perception of smell
Q14865368,P682,GO:0015872,dopamine transport
Q14865369,P682,GO:0021984,adenohypophysis development
Q14865370,P682,GO:0042053,regulation of dopamine metabolic process
Q14865379,P682,GO:0006090,pyruvate metabolic process
Q14865380,P682,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress
Q14865381,P682,GO:0010510,regulation of acetyl-CoA biosynthetic process from pyruvate
Q14865382,P682,GO:0097411,hypoxia-inducible factor-1alpha signaling pathway
Q14865389,P682,GO:0001816,cytokine production
Q14865390,P682,GO:0006948,induction by virus of host cell-cell fusion
Q2663023,P682,GO:0019835,cytolysis
Q2673589,P682,GO:0006396,RNA processing
Q2714458,P682,GO:0006289,nucleotide-excision repair
Q2734081,P682,GO:0005975,carbohydrate metabolic process
Q2734305,P682,GO:0019233,sensory perception of pain
Q2792936,P682,GO:0006629,lipid metabolism
Q858313,P682,GO:0009761,CAM photosynthesis
Q863119,P682,GO:0009638,phototropism
Q863533,P682,GO:0060078,regulation of postsynaptic membrane potential
Q874745,P682,GO:0006306,DNA methylation
Q14818071,P682,GO:0048147,negative regulation of fibroblast proliferation
Q14818072,P682,GO:0051097,negative regulation of helicase activity
Q14818074,P682,GO:0051262,protein tetramerization
Q14818075,P682,GO:0051276,chromosome organization
Q14818077,P682,GO:0051402,neuron apoptotic process
Q14818078,P682,GO:0070245,positive regulation of thymocyte apoptotic process
Q14818081,P682,GO:0071456,cellular response to hypoxia
Q14818083,P682,GO:0071479,cellular response to ionizing radiation
Q14818086,P682,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator
Q14818087,P682,GO:0090200,positive regulation of release of cytochrome c from mitochondria
Q14818089,P682,GO:0090343,positive regulation of cell aging
Q14818090,P682,GO:0090399,replicative senescence
Q14818092,P682,GO:0090403,oxidative stress-induced premature senescence
Q14818093,P682,GO:0097193,intrinsic apoptotic signaling pathway
Q14818095,P682,GO:2000379,positive regulation of reactive oxygen species metabolic process
Q14818096,P682,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway
Q14818110,P682,GO:0002687,positive regulation of leukocyte migration
Q14818111,P682,GO:0002931,response to ischemia
Q14818114,P682,GO:0009411,response to UV
Q14818115,P682,GO:0009792,embryo development ending in birth or egg hatching
Q14818117,P682,GO:0010666,positive regulation of cardiac muscle cell apoptotic process
Q14818119,P682,GO:0034103,regulation of tissue remodeling
Q14818120,P682,GO:0042127,regulation of cell population proliferation
Q14818122,P682,GO:0043523,regulation of neuron apoptotic process
Q14818124,P682,GO:0048662,negative regulation of smooth muscle cell proliferation
Q14818125,P682,GO:0050790,regulation of catalytic activity
Q14818127,P682,GO:0051453,regulation of intracellular pH
Q14818129,P682,GO:0051726,regulation of cell cycle
Q14818131,P682,GO:1901525,negative regulation of mitophagy
Q14818132,P682,GO:2000279,negative regulation of DNA biosynthetic process
Q14818134,P682,GO:2000378,negative regulation of reactive oxygen species metabolic process
Q14819238,P682,GO:0000302,response to reactive oxygen species
Q14819239,P682,GO:0001666,response to hypoxia
Q14819241,P682,GO:0006144,purine nucleobase metabolic process
Q14819243,P682,GO:0006195,purine nucleotide catabolic process
Q14819245,P682,GO:0006641,triglyceride metabolic process
Q14819246,P682,GO:0009060,aerobic respiration
Q14819248,P682,GO:0009650,UV protection
Q14819250,P682,GO:0020027,hemoglobin metabolic process
Q14819252,P682,GO:0032088,negative regulation of NF-kappaB transcription factor activity
Q14819254,P682,GO:0033197,response to vitamin E
Q14819257,P682,GO:0042744,hydrogen peroxide catabolic process
Q14819258,P682,GO:0051289,protein homotetramerization
Q14819260,P682,GO:0051781,positive regulation of cell division
Q14819276,P682,GO:0007548,sex differentiation
Q14819278,P682,GO:0030238,male sex determination
Q14819279,P682,GO:2000020,positive regulation of male gonad development
Q14819288,P682,GO:0007507,heart development
Q2300675,P682,GO:0060290,transdifferentiation
Q2302125,P682,GO:0009652,thigmotropism
Q2336077,P682,GO:0001822,kidney development
Q2355306,P682,GO:0009888,tissue development
Q1068809,P682,GO:0000075,cell cycle checkpoint signaling
Q1093098,P682,GO:0033151,V(D)J recombination
Q1101143,P682,GO:0016311,dephosphorylation
Q1114520,P682,GO:0001890,placenta development
Q1121544,P682,GO:0001503,ossification
Q14903270,P682,GO:0003279,cardiac septum development
Q14903275,P682,GO:0007182,common-partner SMAD protein phosphorylation
Q14903281,P682,GO:0007500,mesodermal cell fate determination
Q14903289,P682,GO:0010159,specification of animal organ position
Q14903301,P682,GO:0030224,monocyte differentiation
Q14903307,P682,GO:0030225,macrophage differentiation
Q14903312,P682,GO:0030513,positive regulation of BMP signaling pathway
Q14903318,P682,GO:0033085,negative regulation of T cell differentiation in thymus
Q14903324,P682,GO:0035990,tendon cell differentiation
Q14903329,P682,GO:0035993,deltoid tuberosity development
Q14903339,P682,GO:0045662,negative regulation of myoblast differentiation
Q14903349,P682,GO:0048392,intermediate mesodermal cell differentiation
Q14903355,P682,GO:0048701,embryonic cranial skeleton morphogenesis
Q14903362,P682,GO:0050918,positive chemotaxis
Q14903363,P682,GO:0051150,regulation of smooth muscle cell differentiation
Q14903364,P682,GO:0055020,positive regulation of cardiac muscle fiber development
Q14903365,P682,GO:0060113,inner ear receptor cell differentiation
Q14903366,P682,GO:0060197,cloacal septation
Q14903367,P682,GO:0060235,lens induction in camera-type eye
Q14903368,P682,GO:0060363,cranial suture morphogenesis
Q14903369,P682,GO:0060433,bronchus development
Q14873001,P682,GO:0019102,male somatic sex determination
Q14873002,P682,GO:0030522,intracellular receptor signaling pathway
Q14873003,P682,GO:0033148,positive regulation of intracellular estrogen receptor signaling pathway
Q14873004,P682,GO:0045720,negative regulation of integrin biosynthetic process
Q14873005,P682,GO:0045726,positive regulation of integrin biosynthetic process
Q14873006,P682,GO:0045945,positive regulation of transcription by RNA polymerase III
Q14873007,P682,GO:0048638,regulation of developmental growth
Q14873008,P682,GO:0050680,negative regulation of epithelial cell proliferation
Q14873009,P682,GO:0060520,activation of prostate induction by androgen receptor signaling pathway
Q14873010,P682,GO:0060599,lateral sprouting involved in mammary gland duct morphogenesis
Q14873011,P682,GO:0060742,epithelial cell differentiation involved in prostate gland development
Q14873013,P682,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway
Q14873025,P682,GO:0009987,cellular process
Q14873026,P682,GO:0043401,steroid hormone mediated signaling pathway
Q14873027,P682,GO:0046661,male sex differentiation
Q14873028,P682,GO:0048608,reproductive structure development
Q14873293,P682,GO:0030032,lamellipodium assembly
Q14873294,P682,GO:0034333,adherens junction assembly
Q14873295,P682,GO:0043297,apical junction assembly
Q14873299,P682,GO:0090136,epithelial cell-cell adhesion
Q14873636,P682,GO:0001894,tissue homeostasis
Q14873641,P682,GO:0003094,glomerular filtration
Q14873646,P682,GO:0003158,endothelium development
Q14873651,P682,GO:0006536,glutamate metabolic process
Q14873661,P682,GO:0035759,mesangial cell-matrix adhesion
Q14873666,P682,GO:0038001,paracrine signaling
Q14873671,P682,GO:0042482,positive regulation of odontogenesis
Q14873676,P682,GO:0048870,cell motility
Q14873687,P682,GO:0060547,negative regulation of necrotic cell death
Q14873692,P682,GO:0061042,vascular wound healing
Q14873697,P682,GO:0071425,hematopoietic stem cell proliferation
Q14873702,P682,GO:0071657,positive regulation of granulocyte colony-stimulating factor production
Q14873708,P682,GO:0071971,extracellular exosome assembly
Q134624,P682,GO:0009856,pollination
Q143584,P682,GO:0009432,SOS response
Q1141026,P682,GO:0007369,gastrulation
Q1141237,P682,GO:0046331,lateral inhibition
Q1143725,P682,GO:0098597,observational learning
Q1185869,P682,GO:0060080,inhibitory postsynaptic potential
Q1207365,P682,GO:0046697,decidualization
Q13168732,P682,GO:0032196,transposition
Q13416689,P682,GO:0044237,cell metabolism
Q13417137,P682,GO:0007549,dosage compensation
Q14327689,P682,GO:0006704,glucocorticoid biosynthetic process
Q14327702,P682,GO:0008202,steroid metabolic process
Q14327711,P682,GO:0030324,lung development
Q14327719,P682,GO:0044281,small molecule metabolic process
Q14330650,P682,GO:0000226,microtubule cytoskeleton organization
Q14330653,P682,GO:0007268,chemical synaptic transmission
Q14330656,P682,GO:0007409,axonogenesis
Q14330676,P682,GO:0008344,adult locomotory behavior
Q14330682,P682,GO:0009214,cyclic nucleotide catabolic process
Q14330803,P682,GO:0009636,response to toxic substance
Q14330807,P682,GO:0016070,RNA metabolic process
Q173432,P682,GO:0019954,asexual reproduction
Q177708,P682,GO:0042697,menopause
Q14873713,P682,GO:0072011,glomerular endothelium development
Q14873718,P682,GO:0072254,metanephric glomerular mesangial cell differentiation
Q14873722,P682,GO:1900035,negative regulation of cellular response to heat
Q14873727,P682,GO:1900038,negative regulation of cellular response to hypoxia
Q14873742,P682,GO:2001214,positive regulation of vasculogenesis
Q14873898,P682,GO:0010459,negative regulation of heart rate
Q14873899,P682,GO:0032780,negative regulation of ATPase activity
Q14873900,P682,GO:0043086,negative regulation of catalytic activity
Q14873901,P682,GO:0048738,cardiac muscle tissue development
Q14873902,P682,GO:0051926,negative regulation of calcium ion transport
Q14873903,P682,GO:0086004,regulation of cardiac muscle cell contraction
Q14873904,P682,GO:0086023,adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process
Q14873905,P682,GO:0086036,regulation of cardiac muscle cell membrane potential
Q14873906,P682,GO:0086092,regulation of the force of heart contraction by cardiac conduction
Q14873907,P682,GO:0090281,negative regulation of calcium ion import
Q14873908,P682,GO:1901020,negative regulation of calcium ion transmembrane transporter activity
Q14873909,P682,GO:1901877,negative regulation of calcium ion binding
Q14873910,P682,GO:1901894,regulation of ATPase-coupled calcium transmembrane transporter activity
Q14873911,P682,GO:1901895,negative regulation of ATPase-coupled calcium transmembrane transporter activity
Q14873912,P682,GO:1901897,regulation of relaxation of cardiac muscle
